"isActive","isRookie","namePlayer","idPlayer","countSeasons","yearSeasonFirst","yearSeasonLast","idTeam","hasGamesPlayedFlag","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","hasHeadShot","hasThumbnail","hasAction","urlPlayerPhoto"
"0","0","Jeff Adrien","202399.0","4.0","2010.0","2014.0","","0","https://stats.nba.com/player/202399","https://stats.nba.com/media/players/230x185/202399.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202399.png","https://stats.nba.com/media/players/700/202399.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202399.png"
"0","0","Arron Afflalo","201167.0","10.0","2007.0","2017.0","","0","https://stats.nba.com/player/201167","https://stats.nba.com/media/players/230x185/201167.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201167.png","https://stats.nba.com/media/players/700/201167.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201167.png"
"0","0","Maurice Ager","200772.0","4.0","2006.0","2010.0","","0","https://stats.nba.com/player/200772","https://stats.nba.com/media/players/230x185/200772.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200772.png","https://stats.nba.com/media/players/700/200772.png","0","1","1","https://stats.nba.com/media/players/230x185/200772.png"
"0","0","Mark Aguirre","76016.0","12.0","1981.0","1993.0","","0","https://stats.nba.com/player/76016","https://stats.nba.com/media/players/230x185/76016.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76016.png","https://stats.nba.com/media/players/700/76016.png","0","1","1","https://stats.nba.com/media/players/230x185/76016.png"
"0","0","Blake Ahearn","201336.0","4.0","2007.0","2011.0","","0","https://stats.nba.com/player/201336","https://stats.nba.com/media/players/230x185/201336.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201336.png","https://stats.nba.com/media/players/700/201336.png","0","1","1","https://stats.nba.com/media/players/230x185/201336.png"
"0","0","Danny Ainge","76017.0","13.0","1981.0","1994.0","","0","https://stats.nba.com/player/76017","https://stats.nba.com/media/players/230x185/76017.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76017.png","https://stats.nba.com/media/players/700/76017.png","0","1","1","https://stats.nba.com/media/players/230x185/76017.png"
"0","0","Alexis Ajinca","201582.0","9.0","2008.0","2017.0","","0","https://stats.nba.com/player/201582","https://stats.nba.com/media/players/230x185/201582.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201582.png","https://stats.nba.com/media/players/700/201582.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201582.png"
"0","0","Henry Akin","76018.0","1.0","1966.0","1967.0","","0","https://stats.nba.com/player/76018","https://stats.nba.com/media/players/230x185/76018.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76018.png","https://stats.nba.com/media/players/700/76018.png","0","1","1","https://stats.nba.com/media/players/230x185/76018.png"
"0","0","Josh Akognon","203006.0","0.0","2012.0","2012.0","","0","https://stats.nba.com/player/203006","https://stats.nba.com/media/players/230x185/203006.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203006.png","https://stats.nba.com/media/players/700/203006.png","0","1","0","https://stats.nba.com/media/players/230x185/203006.png"
"0","0","DeVaughn Akoon-Purcell","1629152.0","0.0","2018.0","2018.0","","0","https://stats.nba.com/player/1629152","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629152.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629152.png","https://stats.nba.com/media/players/700/1629152.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629152.png"
"0","0","Solomon Alabi","202374.0","1.0","2010.0","2011.0","","0","https://stats.nba.com/player/202374","https://stats.nba.com/media/players/230x185/202374.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202374.png","https://stats.nba.com/media/players/700/202374.png","0","1","1","https://stats.nba.com/media/players/230x185/202374.png"
"0","0","Mark Alarie","76019.0","4.0","1986.0","1990.0","","0","https://stats.nba.com/player/76019","https://stats.nba.com/media/players/230x185/76019.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76019.png","https://stats.nba.com/media/players/700/76019.png","0","1","1","https://stats.nba.com/media/players/230x185/76019.png"
"0","0","Gary Alcorn","76020.0","1.0","1959.0","1960.0","","0","https://stats.nba.com/player/76020","https://stats.nba.com/media/players/230x185/76020.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76020.png","https://stats.nba.com/media/players/700/76020.png","0","1","1","https://stats.nba.com/media/players/230x185/76020.png"
"0","0","Furkan Aldemir","203128.0","0.0","2014.0","2014.0","","0","https://stats.nba.com/player/203128","https://stats.nba.com/media/players/230x185/203128.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203128.png","https://stats.nba.com/media/players/700/203128.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203128.png"
"0","0","Cole Aldrich","202332.0","7.0","2010.0","2017.0","","0","https://stats.nba.com/player/202332","https://stats.nba.com/media/players/230x185/202332.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202332.png","https://stats.nba.com/media/players/700/202332.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202332.png"
"1","0","LaMarcus Aldridge","200746.0","14.0","2006.0","2020.0","1610612751.0","0","https://stats.nba.com/player/200746","https://stats.nba.com/media/players/230x185/200746.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200746.png","https://stats.nba.com/media/players/700/200746.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200746.png"
"0","0","Chuck Aleksinas","76021.0","0.0","1984.0","1984.0","","0","https://stats.nba.com/player/76021","https://stats.nba.com/media/players/230x185/76021.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76021.png","https://stats.nba.com/media/players/700/76021.png","0","1","1","https://stats.nba.com/media/players/230x185/76021.png"
"0","0","Cliff Alexander","1626146.0","0.0","2015.0","2015.0","","0","https://stats.nba.com/player/1626146","https://stats.nba.com/media/players/230x185/1626146.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626146.png","https://stats.nba.com/media/players/700/1626146.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626146.png"
"0","0","Cory Alexander","724.0","9.0","1995.0","2004.0","","0","https://stats.nba.com/player/724","https://stats.nba.com/media/players/230x185/724.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/724.png","https://stats.nba.com/media/players/700/724.png","0","1","1","https://stats.nba.com/media/players/230x185/724.png"
"0","0","Courtney Alexander","2042.0","3.0","2000.0","2003.0","","0","https://stats.nba.com/player/2042","https://stats.nba.com/media/players/230x185/2042.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2042.png","https://stats.nba.com/media/players/700/2042.png","0","1","1","https://stats.nba.com/media/players/230x185/2042.png"
"0","0","Gary Alexander","76022.0","0.0","1993.0","1993.0","","0","https://stats.nba.com/player/76022","https://stats.nba.com/media/players/230x185/76022.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76022.png","https://stats.nba.com/media/players/700/76022.png","0","1","1","https://stats.nba.com/media/players/230x185/76022.png"
"0","0","Joe Alexander","201570.0","1.0","2008.0","2009.0","","0","https://stats.nba.com/player/201570","https://stats.nba.com/media/players/230x185/201570.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201570.png","https://stats.nba.com/media/players/700/201570.png","0","1","1","https://stats.nba.com/media/players/230x185/201570.png"
"0","0","Kyle Alexander","1629734.0","0.0","2019.0","2019.0","","0","https://stats.nba.com/player/1629734","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629734.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629734.png","https://stats.nba.com/media/players/700/1629734.png","","","","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"1","1","Ty-Shon Alexander","1630234.0","0.0","2020.0","2020.0","1610612756.0","0","https://stats.nba.com/player/1630234","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630234.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630234.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","","","","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"0","0","Victor Alexander","2349.0","10.0","1991.0","2001.0","","0","https://stats.nba.com/player/2349","https://stats.nba.com/media/players/230x185/2349.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2349.png","https://stats.nba.com/media/players/700/2349.png","0","1","1","https://stats.nba.com/media/players/230x185/2349.png"
"1","0","Nickeil Alexander-Walker","1629638.0","1.0","2019.0","2020.0","1610612740.0","0","https://stats.nba.com/player/1629638","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629638.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629638.png","https://stats.nba.com/media/players/700/1629638.png","","","","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"0","0","Steve Alford","76024.0","3.0","1987.0","1990.0","","0","https://stats.nba.com/player/76024","https://stats.nba.com/media/players/230x185/76024.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76024.png","https://stats.nba.com/media/players/700/76024.png","0","1","1","https://stats.nba.com/media/players/230x185/76024.png"
"0","0","Rawle Alkins","1628959.0","0.0","2018.0","2018.0","","0","https://stats.nba.com/player/1628959","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628959.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628959.png","https://stats.nba.com/media/players/700/1628959.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628959.png"
"0","0","Bob Allen","76028.0","0.0","1968.0","1968.0","","0","https://stats.nba.com/player/76028","https://stats.nba.com/media/players/230x185/76028.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76028.png","https://stats.nba.com/media/players/700/76028.png","0","1","1","https://stats.nba.com/media/players/230x185/76028.png"
"1","0","Grayson Allen","1628960.0","2.0","2018.0","2020.0","1610612763.0","0","https://stats.nba.com/player/1628960","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628960.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628960.png","https://stats.nba.com/media/players/700/1628960.png","1","1","1","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628960.png"
