"GAME_ID","SEASON_ID","TEAM_ID_HOME","TEAM_ABBREVIATION_HOME","TEAM_NAME_HOME","GAME_DATE","MATCHUP_HOME","WL_HOME","MIN_HOME","FGM_HOME","FGA_HOME","FG_PCT_HOME","FG3M_HOME","FG3A_HOME","FG3_PCT_HOME","FTM_HOME","FTA_HOME","FT_PCT_HOME","OREB_HOME","DREB_HOME","REB_HOME","AST_HOME","STL_HOME","BLK_HOME","TOV_HOME","PF_HOME","PTS_HOME","PLUS_MINUS_HOME","VIDEO_AVAILABLE_HOME","TEAM_ID_AWAY","TEAM_ABBREVIATION_AWAY","TEAM_NAME_AWAY","MATCHUP_AWAY","WL_AWAY","MIN_AWAY","FGM_AWAY","FGA_AWAY","FG_PCT_AWAY","FG3M_AWAY","FG3A_AWAY","FG3_PCT_AWAY","FTM_AWAY","FTA_AWAY","FT_PCT_AWAY","OREB_AWAY","DREB_AWAY","REB_AWAY","AST_AWAY","STL_AWAY","BLK_AWAY","TOV_AWAY","PF_AWAY","PTS_AWAY","PLUS_MINUS_AWAY","VIDEO_AVAILABLE_AWAY","GAME_DATE_EST","GAME_SEQUENCE","GAME_STATUS_ID","GAME_STATUS_TEXT","GAMECODE","HOME_TEAM_ID","VISITOR_TEAM_ID","SEASON","LIVE_PERIOD","LIVE_PC_TIME","NATL_TV_BROADCASTER_ABBREVIATION","LIVE_PERIOD_TIME_BCAST","WH_STATUS","TEAM_CITY_HOME","PTS_PAINT_HOME","PTS_2ND_CHANCE_HOME","PTS_FB_HOME","LARGEST_LEAD_HOME","LEAD_CHANGES_HOME","TIMES_TIED_HOME","TEAM_TURNOVERS_HOME","TOTAL_TURNOVERS_HOME","TEAM_REBOUNDS_HOME","PTS_OFF_TO_HOME","TEAM_CITY_AWAY","PTS_PAINT_AWAY","PTS_2ND_CHANCE_AWAY","PTS_FB_AWAY","LARGEST_LEAD_AWAY","LEAD_CHANGES_AWAY","TIMES_TIED_AWAY","TEAM_TURNOVERS_AWAY","TOTAL_TURNOVERS_AWAY","TEAM_REBOUNDS_AWAY","PTS_OFF_TO_AWAY","LEAGUE_ID","GAME_DATE_DAY","ATTENDANCE","GAME_TIME","TEAM_CITY_NAME_HOME","TEAM_NICKNAME_HOME","TEAM_WINS_LOSSES_HOME","PTS_QTR1_HOME","PTS_QTR2_HOME","PTS_QTR3_HOME","PTS_QTR4_HOME","PTS_OT1_HOME","PTS_OT2_HOME","PTS_OT3_HOME","PTS_OT4_HOME","PTS_OT5_HOME","PTS_OT6_HOME","PTS_OT7_HOME","PTS_OT8_HOME","PTS_OT9_HOME","PTS_OT10_HOME","PTS_HOME_y","TEAM_CITY_NAME_AWAY","TEAM_NICKNAME_AWAY","TEAM_WINS_LOSSES_AWAY","PTS_QTR1_AWAY","PTS_QTR2_AWAY","PTS_QTR3_AWAY","PTS_QTR4_AWAY","PTS_OT1_AWAY","PTS_OT2_AWAY","PTS_OT3_AWAY","PTS_OT4_AWAY","PTS_OT5_AWAY","PTS_OT6_AWAY","PTS_OT7_AWAY","PTS_OT8_AWAY","PTS_OT9_AWAY","PTS_OT10_AWAY","LAST_GAME_ID","LAST_GAME_DATE_EST","LAST_GAME_HOME_TEAM_ID","LAST_GAME_HOME_TEAM_CITY","LAST_GAME_HOME_TEAM_NAME","LAST_GAME_HOME_TEAM_ABBREVIATION","LAST_GAME_HOME_TEAM_POINTS","LAST_GAME_VISITOR_TEAM_ID","LAST_GAME_VISITOR_TEAM_CITY","LAST_GAME_VISITOR_TEAM_NAME","LAST_GAME_VISITOR_TEAM_CITY1","LAST_GAME_VISITOR_TEAM_POINTS","HOME_TEAM_WINS","HOME_TEAM_LOSSES","SERIES_LEADER","VIDEO_AVAILABLE_FLAG","PT_AVAILABLE","PT_XYZ_AVAILABLE","HUSTLE_STATUS","HISTORICAL_STATUS"
"0024600022","21946","1610610025","CHS","Chicago Stags","1946-11-13","CHS vs. BOS","W","0","29.0","","","","","","13.0","","","","","","","","","","21.0","71","10","0","1610612738","BOS","Boston Celtics","BOS @ CHS","L","0","22.0","","","","","","17.0","","","","","","","","","","15.0","61","-10","0","1946-11-13T00:00:00","","3","","19461113/BOSCHS","1610610025","1610612738","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","WEDNESDAY, NOVEMBER 13, 1946","","","Chicago","Stags","-","","","","","","","","","","","","","","","71.0","Boston","Celtics","-","","","","","","","","","","","","","","","0024600008","1946-11-05T00:00:00","1610610025","Chicago","Stags","CHS","57","1610612738","Boston","Celtics","BOS","55","6.0","0.0","Chicago","0.0","0.0","0.0","0.0","1.0"
"0024600021","21946","1610610028","DEF","Detroit Falcons","1946-11-13","DEF vs. PRO","L","0","24.0","","","","","","20.0","","","","","","","","","","","68","-2","0","1610610032","PRO","Providence Steamrollers","PRO @ DEF","W","0","27.0","","","","","","16.0","","","","","","","","","","","70","2","0","1946-11-13T00:00:00","","3","","19461113/PRODEF","1610610028","1610610032","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","WEDNESDAY, NOVEMBER 13, 1946","","","Detroit","Falcons","-","16","20","16","16","","","","","","","","","","","68.0","Providence","Steamrollers","-","16","23","22","9","","","","","","","","","","","","","","","","","","","","","","","2.0","4.0","Providence","0.0","0.0","0.0","0.0","1.0"
"0024600023","21946","1610612744","PHW","Philadelphia Warriors","1946-11-14","PHW vs. WAS","W","0","26.0","","","","","","16.0","","","","","","","","","","21.0","68","3","0","1610610036","WAS","Washington Capitols","WAS @ PHW","L","0","25.0","","","","","","15.0","","","","","","","","","","19.0","65","-3","0","1946-11-14T00:00:00","","3","","19461114/WASPHW","1610612744","1610610036","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","THURSDAY, NOVEMBER 14, 1946","","","Philadelphia","Warriors","-","","","","","","","","","","","","","","","68.0","Washington","Capitols","-","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","5.0","Washington","0.0","0.0","0.0","0.0","1.0"
"0024600024","21946","1610610034","BOM","St. Louis Bombers","1946-11-14","BOM vs. BOS","W","0","29.0","","","","","","6.0","","","","","","","","","","","64","2","0","1610612738","BOS","Boston Celtics","BOS @ BOM","L","0","24.0","","","","","","14.0","","","","","","","","","","","62","-2","0","1946-11-14T00:00:00","","3","","19461114/BOSBOM","1610610034","1610612738","1946","5.0","","","Q5  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","THURSDAY, NOVEMBER 14, 1946","","","St. Louis","Bombers","-","14","12","14","17","7","","","","","","","","","","64.0","Boston","Celtics","-","13","23","9","12","5","","","","","","","","","","","","","","","","","","","","","","5.0","1.0","St. Louis","0.0","0.0","0.0","0.0","1.0"
"0024600025","21946","1610610035","HUS","Toronto Huskies","1946-11-15","HUS vs. PRO","W","0","32.0","","","","","","21.0","28.0","0.75","","","","","","","","22.0","85","17","0","1610610032","PRO","Providence Steamrollers","PRO @ HUS","L","0","21.0","","","","","","26.0","34.0","0.765","","","","","","","","22.0","68","-17","0","1946-11-15T00:00:00","","3","","19461115/PROHUS","1610610035","1610610032","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","FRIDAY, NOVEMBER 15, 1946","","","Toronto","Huskies","-","14","27","22","22","","","","","","","","","","","85.0","Providence","Steamrollers","-","12","22","17","17","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0","Tied","0.0","0.0","0.0","0.0","1.0"
"0024600030","21946","1610612738","BOS","Boston Celtics","1946-11-16","BOS vs. HUS","W","0","18.0","","","","","","17.0","","","","","","","","","","","53","4","0","1610610035","HUS","Toronto Huskies","HUS @ BOS","L","0","16.0","","","","","","17.0","","","","","","","","","","","49","-4","0","1946-11-16T00:00:00","","3","","19461116/HUSBOS","1610612738","1610610035","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SATURDAY, NOVEMBER 16, 1946","","","Boston","Celtics","-","19","9","8","17","","","","","","","","","","","53.0","Toronto","Huskies","-","18","3","17","11","","","","","","","","","","","","","","","","","","","","","","","4.0","2.0","Boston","0.0","0.0","0.0","0.0","1.0"
"0024600028","21946","1610612752","NYK","New York Knicks","1946-11-16","NYK vs. PIT","W","0","23.0","","","","","","18.0","","","","","","","","","","","64","2","0","1610610031","PIT","Pittsburgh Ironmen","PIT @ NYK","L","0","20.0","","","","","","22.0","","","","","","","","","","","62","-2","0","1946-11-16T00:00:00","","3","","19461116/PITNYK","1610612752","1610610031","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SATURDAY, NOVEMBER 16, 1946","","","New York","Knicks","-","28","15","16","5","","","","","","","","","","","64.0","Pittsburgh","Ironmen","-","33","10","16","3","","","","","","","","","","","","","","","","","","","","","","","6.0","0.0","New York","0.0","0.0","0.0","0.0","1.0"
"0024600029","21946","1610610032","PRO","Providence Steamrollers","1946-11-16","PRO vs. DEF","L","0","21.0","","","","","","17.0","","","","","","","","","","","59","-11","0","1610610028","DEF","Detroit Falcons","DEF @ PRO","W","0","28.0","","","","","","14.0","","","","","","","","","","","70","11","0","1946-11-16T00:00:00","","3","","19461116/DEFPRO","1610610032","1610610028","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SATURDAY, NOVEMBER 16, 1946","","","Providence","Steamrollers","-","19","12","14","14","","","","","","","","","","","59.0","Detroit","Falcons","-","13","25","13","19","","","","","","","","","","","0024600021","1946-11-13T00:00:00","1610610032","Providence","Steamrollers","PRO","70","1610610028","Detroit","Falcons","DEF","68","4.0","2.0","Providence","0.0","0.0","0.0","0.0","1.0"
"0024600027","21946","1610610025","CHS","Chicago Stags","1946-11-16","CHS vs. WAS","L","0","21.0","","","","","","23.0","","","","","","","","","","24.0","65","-8","0","1610610036","WAS","Washington Capitols","WAS @ CHS","W","0","27.0","","","","","","19.0","","","","","","","","","","31.0","73","8","0","1946-11-16T00:00:00","","3","","19461116/WASCHS","1610610025","1610610036","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SATURDAY, NOVEMBER 16, 1946","","","Chicago","Stags","-","","","","","","","","","","","","","","","65.0","Washington","Capitols","-","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","5.0","Washington","0.0","0.0","0.0","0.0","1.0"
"0024600026","21946","1610610034","BOM","St. Louis Bombers","1946-11-16","BOM vs. CLR","W","0","35.0","120.0","0.292","","","","13.0","22.0","0.591","","","","","","","","20.0","83","9","0","1610610026","CLR","Cleveland Rebels","CLR @ BOM","L","0","29.0","117.0","0.248","","","","16.0","24.0","0.667","","","","","","","","23.0","74","-9","0","1946-11-16T00:00:00","","3","","19461116/CLRBOM","1610610034","1610610026","1946","5.0","","","Q5  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SATURDAY, NOVEMBER 16, 1946","","","St. Louis","Bombers","-","14","15","19","22","13","","","","","","","","","","83.0","Cleveland","Rebels","-","15","19","14","22","4","","","","","","","","","","","","","","","","","","","","","","5.0","1.0","St. Louis","0.0","0.0","0.0","0.0","1.0"
"0024600031","21946","1610610026","CLR","Cleveland Rebels","1946-11-17","CLR vs. CHS","L","0","32.0","","","","","","12.0","","","","","","","","","","21.0","76","-2","0","1610610025","CHS","Chicago Stags","CHS @ CLR","W","0","30.0","","","","","","18.0","","","","","","","","","","17.0","78","2","0","1946-11-17T00:00:00","","3","","19461117/CHSCLR","1610610026","1610610025","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SUNDAY, NOVEMBER 17, 1946","","","Cleveland","Rebels","-","","","","","","","","","","","","","","","76.0","Chicago","Stags","-","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","5.0","Chicago","0.0","0.0","0.0","0.0","1.0"
"0024600032","21946","1610612752","NYK","New York Knicks","1946-11-18","NYK vs. DEF","W","0","25.0","","","","","","11.0","","","","","","","","","","","61","4","0","1610610028","DEF","Detroit Falcons","DEF @ NYK","L","0","22.0","","","","","","13.0","","","","","","","","","","","57","-4","0","1946-11-18T00:00:00","","3","","19461118/DEFNYK","1610612752","1610610028","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","MONDAY, NOVEMBER 18, 1946","","","New York","Knicks","-","","","","","","","","","","","","","","","61.0","Detroit","Falcons","-","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","1.0","New York","0.0","0.0","0.0","0.0","1.0"
"0024600033","21946","1610610031","PIT","Pittsburgh Ironmen","1946-11-18","PIT vs. HUS","W","0","23.0","","","","","","8.0","","","","","","","","","","","54","6","0","1610610035","HUS","Toronto Huskies","HUS @ PIT","L","0","17.0","","","","","","14.0","","","","","","","","","","","48","-6","0","1946-11-18T00:00:00","","3","","19461118/HUSPIT","1610610031","1610610035","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","MONDAY, NOVEMBER 18, 1946","","","Pittsburgh","Ironmen","-","","","","","","","","","","","","","","","54.0","Toronto","Huskies","-","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0","Tied","0.0","0.0","0.0","0.0","1.0"
"0024600035","21946","1610612744","PHW","Philadelphia Warriors","1946-11-19","PHW vs. BOM","L","0","25.0","","","","","","13.0","","","","","","","","","","17.0","63","-3","0","1610610034","BOM","St. Louis Bombers","BOM @ PHW","W","0","27.0","","","","","","12.0","","","","","","","","","","19.0","66","3","0","1946-11-19T00:00:00","","3","","19461119/BOMPHW","1610612744","1610610034","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","TUESDAY, NOVEMBER 19, 1946","","","Philadelphia","Warriors","-","","","","","","","","","","","","","","","63.0","St. Louis","Bombers","-","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0","Tied","0.0","0.0","0.0","0.0","1.0"
"0024600034","21946","1610610035","HUS","Toronto Huskies","1946-11-19","HUS vs. CLR","L","0","29.0","","","","","","14.0","21.0","0.667","","","","","","","","18.0","72","-2","0","1610610026","CLR","Cleveland Rebels","CLR @ HUS","W","0","31.0","","","","","","12.0","22.0","0.545","","","","","","","","18.0","74","2","0","1946-11-19T00:00:00","","3","","19461119/CLRHUS","1610610035","1610610026","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","TUESDAY, NOVEMBER 19, 1946","","","Toronto","Huskies","-","18","24","17","13","","","","","","","","","","","72.0","Cleveland","Rebels","-","16","18","21","19","","","","","","","","","","","0024600006","1946-11-03T00:00:00","1610610035","Toronto","Huskies","HUS","60","1610610026","Cleveland","Rebels","CLR","71","0.0","6.0","Cleveland","0.0","0.0","0.0","0.0","1.0"
"0024600036","21946","1610612752","NYK","New York Knicks","1946-11-20","NYK vs. CHS","W","0","26.0","","","","","","20.0","","","","","","","","","","18.0","72","3","0","1610610025","CHS","Chicago Stags","CHS @ NYK","L","0","27.0","","","","","","15.0","","","","","","","","","","26.0","69","-3","0","1946-11-20T00:00:00","","3","","19461120/CHSNYK","1610612752","1610610025","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","WEDNESDAY, NOVEMBER 20, 1946","","","New York","Knicks","-","","","","","","","","","","","","","","","72.0","Chicago","Stags","-","","","","","","","","","","","","","","","0024600020","1946-11-11T00:00:00","1610612752","New York","Knicks","NYK","68","1610610025","Chicago","Stags","CHS","78","3.0","3.0","Tied","0.0","0.0","0.0","0.0","1.0"
"0024600038","21946","1610610036","WAS","Washington Capitols","1946-11-20","WAS vs. BOM","W","0","23.0","","","","","","8.0","","","","","","","","","","","54","3","0","1610610034","BOM","St. Louis Bombers","BOM @ WAS","L","0","22.0","","","","","","7.0","","","","","","","","","","","51","-3","0","1946-11-20T00:00:00","","3","","19461120/BOMWAS","1610610036","1610610034","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","WEDNESDAY, NOVEMBER 20, 1946","","","Washington","Capitols","-","","","","","","","","","","","","","","","54.0","St. Louis","Bombers","-","","","","","","","","","","","","","","","0024600014","1946-11-09T00:00:00","1610610036","Washington","Capitols","WAS","69","1610610034","St. Louis","Bombers","BOM","70","4.0","2.0","Washington","0.0","0.0","0.0","0.0","1.0"
"0024600037","21946","1610610028","DEF","Detroit Falcons","1946-11-20","DEF vs. PIT","L","0","22.0","","","","","","9.0","","","","","","","","","","","53","-1","0","1610610031","PIT","Pittsburgh Ironmen","PIT @ DEF","W","0","22.0","","","","","","10.0","","","","","","","","","","","54","1","0","1946-11-20T00:00:00","","3","","19461120/PITDEF","1610610028","1610610031","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","WEDNESDAY, NOVEMBER 20, 1946","","","Detroit","Falcons","-","","","","","","","","","","","","","","","53.0","Pittsburgh","Ironmen","-","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0","Tied","0.0","0.0","0.0","0.0","1.0"
"0024600041","21946","1610612738","BOS","Boston Celtics","1946-11-21","BOS vs. BOM","L","0","22.0","","","","","","9.0","","","","","","","","","","11.0","53","-12","0","1610610034","BOM","St. Louis Bombers","BOM @ BOS","W","0","27.0","","","","","","11.0","","","","","","","","","","10.0","65","12","0","1946-11-21T00:00:00","","3","","19461121/BOMBOS","1610612738","1610610034","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","THURSDAY, NOVEMBER 21, 1946","","","Boston","Celtics","-","","","","","","","","","","","","","","","53.0","St. Louis","Bombers","-","","","","","","","","","","","","","","","0024600024","1946-11-14T00:00:00","1610612738","Boston","Celtics","BOS","62","1610610034","St. Louis","Bombers","BOM","64","1.0","5.0","St. Louis","0.0","0.0","0.0","0.0","1.0"
"0024600039","21946","1610612744","PHW","Philadelphia Warriors","1946-11-21","PHW vs. CHS","L","0","23.0","","","","","","17.0","","","","","","","","","","12.0","63","-2","0","1610610025","CHS","Chicago Stags","CHS @ PHW","W","0","27.0","","","","","","11.0","","","","","","","","","","23.0","65","2","0","1946-11-21T00:00:00","","3","","19461121/CHSPHW","1610612744","1610610025","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","THURSDAY, NOVEMBER 21, 1946","","","Philadelphia","Warriors","-","","","","","","","","","","","","","","","63.0","Chicago","Stags","-","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","5.0","Chicago","0.0","0.0","0.0","0.0","1.0"
"0024600040","21946","1610610032","PRO","Providence Steamrollers","1946-11-21","PRO vs. WAS","L","0","22.0","","","","","","14.0","20.0","0.7","","","","","","","","19.0","58","-8","0","1610610036","WAS","Washington Capitols","WAS @ PRO","W","0","25.0","","","","","","16.0","24.0","0.667","","","","","","","","19.0","66","8","0","1946-11-21T00:00:00","","3","","19461121/WASPRO","1610610032","1610610036","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","THURSDAY, NOVEMBER 21, 1946","","","Providence","Steamrollers","-","17","16","17","8","","","","","","","","","","","58.0","Washington","Capitols","-","19","10","14","23","","","","","","","","","","","","","","","","","","","","","","","0.0","6.0","Washington","0.0","0.0","0.0","0.0","1.0"
"0024600042","21946","1610610035","HUS","Toronto Huskies","1946-11-22","HUS vs. BOS","W","0","26.0","","","","","","31.0","","","","","","","","","","","83","1","0","1610612738","BOS","Boston Celtics","BOS @ HUS","L","0","29.0","","","","","","24.0","","","","","","","","","","","82","-1","0","1946-11-22T00:00:00","","3","","19461122/BOSHUS","1610610035","1610612738","1946","5.0","","","Q5  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","FRIDAY, NOVEMBER 22, 1946","","","Toronto","Huskies","-","17","25","15","14","12","","","","","","","","","","83.0","Boston","Celtics","-","16","15","20","20","11","","","","","","","","","","0024600030","1946-11-16T00:00:00","1610610035","Toronto","Huskies","HUS","49","1610612738","Boston","Celtics","BOS","53","2.0","4.0","Boston","0.0","0.0","0.0","0.0","1.0"
"0024600045","21946","1610610036","WAS","Washington Capitols","1946-11-23","WAS vs. HUS","W","0","27.0","","","","","","20.0","","","","","","","","","","","74","24","0","1610610035","HUS","Toronto Huskies","HUS @ WAS","L","0","19.0","","","","","","12.0","","","","","","","","","","","50","-24","0","1946-11-23T00:00:00","","3","","19461123/HUSWAS","1610610036","1610610035","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SATURDAY, NOVEMBER 23, 1946","","","Washington","Capitols","-","","","","","","","","","","","","","","","74.0","Toronto","Huskies","-","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","1.0","Washington","0.0","0.0","0.0","0.0","1.0"
"0024600046","21946","1610610028","DEF","Detroit Falcons","1946-11-23","DEF vs. BOS","W","0","22.0","","","","","","10.0","","","","","","","","","","","54","8","0","1610612738","BOS","Boston Celtics","BOS @ DEF","L","0","18.0","","","","","","10.0","","","","","","","","","","","46","-8","0","1946-11-23T00:00:00","","3","","19461123/BOSDEF","1610610028","1610612738","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SATURDAY, NOVEMBER 23, 1946","","","Detroit","Falcons","-","","","","","","","","","","","","","","","54.0","Boston","Celtics","-","","","","","","","","","","","","","","","0024600017","1946-11-09T00:00:00","1610610028","Detroit","Falcons","DEF","69","1610612738","Boston","Celtics","BOS","46","3.0","3.0","Tied","0.0","0.0","0.0","0.0","1.0"
"0024600044","21946","1610610032","PRO","Providence Steamrollers","1946-11-23","PRO vs. BOM","L","0","22.0","","","","","","15.0","","","","","","","","","","15.0","59","-6","0","1610610034","BOM","St. Louis Bombers","BOM @ PRO","W","0","27.0","","","","","","11.0","","","","","","","","","","19.0","65","6","0","1946-11-23T00:00:00","","3","","19461123/BOMPRO","1610610032","1610610034","1946","5.0","","","Q5  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SATURDAY, NOVEMBER 23, 1946","","","Providence","Steamrollers","-","","","","","15","","","","","","","","","","59.0","St. Louis","Bombers","-","","","","","11","","","","","","","","","","","","","","","","","","","","","","2.0","4.0","St. Louis","0.0","0.0","0.0","0.0","1.0"
"0024600043","21946","1610612752","NYK","New York Knicks","1946-11-23","NYK vs. CLR","W","0","34.0","","","","","","14.0","29.0","0.483","","","","","","","","","82","6","0","1610610026","CLR","Cleveland Rebels","CLR @ NYK","L","0","32.0","","","","","","12.0","22.0","0.545","","","","","","","","","76","-6","0","1946-11-23T00:00:00","","3","","19461123/CLRNYK","1610612752","1610610026","1946","5.0","","","Q5  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SATURDAY, NOVEMBER 23, 1946","","","New York","Knicks","-","","","","","10","","","","","","","","","","82.0","Cleveland","Rebels","-","","","","","4","","","","","","","","","","","","","","","","","","","","","","2.0","4.0","Cleveland","0.0","0.0","0.0","0.0","1.0"
"0024600048","21946","1610610025","CHS","Chicago Stags","1946-11-24","CHS vs. DEF","L","0","18.0","","","","","","19.0","","","","","","","","","","23.0","55","-13","0","1610610028","DEF","Detroit Falcons","DEF @ CHS","W","0","27.0","","","","","","14.0","","","","","","","","","","26.0","68","13","0","1946-11-24T00:00:00","","3","","19461124/DEFCHS","1610610025","1610610028","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SUNDAY, NOVEMBER 24, 1946","","","Chicago","Stags","-","17","11","10","17","","","","","","","","","","","55.0","Detroit","Falcons","-","23","11","12","22","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0","Tied","0.0","0.0","0.0","0.0","1.0"
"0024600047","21946","1610610026","CLR","Cleveland Rebels","1946-11-24","CLR vs. PIT","W","0","27.0","","","","","","8.0","20.0","0.4","","","","","","","","18.0","62","2","0","1610610031","PIT","Pittsburgh Ironmen","PIT @ CLR","L","0","24.0","","","","","","12.0","20.0","0.6","","","","","","","","16.0","60","-2","0","1946-11-24T00:00:00","","3","","19461124/PITCLR","1610610026","1610610031","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","SUNDAY, NOVEMBER 24, 1946","","","Cleveland","Rebels","-","9","28","16","9","","","","","","","","","","","62.0","Pittsburgh","Ironmen","-","12","18","15","15","","","","","","","","","","","","","","","","","","","","","","","4.0","2.0","Cleveland","0.0","0.0","0.0","0.0","1.0"
"0024600049","21946","1610612738","BOS","Boston Celtics","1946-11-25","BOS vs. PRO","L","0","24.0","","","","","","11.0","","","","","","","","","","","59","-12","0","1610610032","PRO","Providence Steamrollers","PRO @ BOS","W","0","31.0","","","","","","9.0","","","","","","","","","","","71","12","0","1946-11-25T00:00:00","","3","","19461125/PROBOS","1610612738","1610610032","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","MONDAY, NOVEMBER 25, 1946","","","Boston","Celtics","-","","","","","","","","","","","","","","","59.0","Providence","Steamrollers","-","","","","","","","","","","","","","","","0024600002","1946-11-02T00:00:00","1610612738","Boston","Celtics","BOS","53","1610610032","Providence","Steamrollers","PRO","59","1.0","5.0","Providence","0.0","0.0","0.0","0.0","1.0"
"0024600050","21946","1610610031","PIT","Pittsburgh Ironmen","1946-11-25","PIT vs. NYK","L","0","16.0","","","","","","14.0","","","","","","","","","","","46","-16","0","1610612752","NYK","New York Knicks","NYK @ PIT","W","0","20.0","","","","","","22.0","","","","","","","","","","","62","16","0","1946-11-25T00:00:00","","3","","19461125/NYKPIT","1610610031","1610612752","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","MONDAY, NOVEMBER 25, 1946","","","Pittsburgh","Ironmen","-","12","9","8","17","","","","","","","","","","","46.0","New York","Knicks","-","18","12","9","23","","","","","","","","","","","0024600028","1946-11-16T00:00:00","1610610031","Pittsburgh","Ironmen","PIT","62","1610612752","New York","Knicks","NYK","64","0.0","6.0","New York","0.0","0.0","0.0","0.0","1.0"
"0024600052","21946","1610612744","PHW","Philadelphia Warriors","1946-11-26","PHW vs. BOS","W","0","26.0","","","","","","14.0","","","","","","","","","","","66","12","0","1610612738","BOS","Boston Celtics","BOS @ PHW","L","0","20.0","","","","","","14.0","","","","","","","","","","","54","-12","0","1946-11-26T00:00:00","","3","","19461126/BOSPHW","1610612744","1610612738","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","TUESDAY, NOVEMBER 26, 1946","","","Philadelphia","Warriors","-","","","","","","","","","","","","","","","66.0","Boston","Celtics","-","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","1.0","Philadelphia","0.0","0.0","0.0","0.0","1.0"
"0024600051","21946","1610610035","HUS","Toronto Huskies","1946-11-26","HUS vs. WAS","L","0","24.0","","","","","","20.0","","","","","","","","","","","68","-10","0","1610610036","WAS","Washington Capitols","WAS @ HUS","W","0","28.0","","","","","","22.0","","","","","","","","","","","78","10","0","1946-11-26T00:00:00","","3","","19461126/WASHUS","1610610035","1610610036","1946","4.0","","","Q4  - ","1.0","","","","","","","","","","","","","","","","","","","","","","","","TUESDAY, NOVEMBER 26, 1946","","","Toronto","Huskies","-","13","16","16","23","","","","","","","","","","","68.0","Washington","Capitols","-","22","12","28","16","","","","","","","","","","","0024600045","1946-11-23T00:00:00","1610610035","Toronto","Huskies","HUS","50","1610610036","Washington","Capitols","WAS","74","1.0","5.0","Washington","0.0","0.0","0.0","0.0","1.0"
