"yearCombine","idPlayer","nameFirst","nameLast","namePlayer","slugPosition","heightWOShoesInches","heightWOShoes","weightLBS","wingspanInches","wingspan","reachStandingInches","reachStandingO","verticalLeapStandingInches","verticalLeapMaxInches","timeLaneAgility","timeThreeQuarterCourtSprint","repsBenchPress135","pctBodyFat","heightWShoesInches","heightWShoes","lengthHandInches","widthHandInches","timeModifiedLaneAgility","setSpot15CornerLeft","setSpot15BreakLeft","setSpot15TopKey","setSpot15BreakRight","setSpot15CornerRight","setSpot15CornerLeftCollege","setSpot15BreakLeftCollege","setSpot15TopKeyCollege","setSpot15BreakRightCollege","setSpot15CornerRightCollege","setSpot15CornerLeftNBA","setSpot15BreakLeftNBA","setSpot15TopKeyNBA","setSpotBreakRightNBA","setSpotCornerRightNBA","setSpot15CornerLeftMade","setSpot15CornerLeftAttempted","setSpot15CornerLeftPct","setSpot15BreakLeftMade","setSpot15BreakLeftAttempted","setSpot15BreakLeftPct","setSpot15TopKeyMade","setSpot15TopKeyAttempted","setSpot15TopKeyPct","setSpot15BreakRightMade","setSpot15BreakRightAttempted","setSpot15BreakRightPct","setSpot15CornerRightMade","setSpot15CornerRightAttempted","setSpot15CornerRightPct","setSpot15CornerLeftCollegeMade","setSpot15CornerLeftCollegeAttempted","setSpot15CornerLeftCollegePct","setSpot15BreakLeftCollegeMade","setSpot15BreakLeftCollegeAttempted","setSpot15BreakLeftCollegePct","setSpot15TopKeyCollegeMade","setSpot15TopKeyCollegeAttempted","setSpot15TopKeyCollegePct","setSpot15BreakRightCollegeMade","setSpot15BreakRightCollegeAttempted","setSpot15BreakRightCollegePct","setSpot15CornerRightCollegeMade","setSpot15CornerRightCollegeAttempted","setSpot15CornerRightCollegePct","setSpot15CornerLeftNBAMade","setSpot15CornerLeftNBAAttempted","setSpot15CornerLeftNBAPct","setSpot15BreakLeftNBAMade","setSpot15BreakLeftNBAAttempted","setSpot15BreakLeftNBAPct","setSpot15TopKeyNBAMade","setSpot15TopKeyNBAAttempted","setSpot15TopKeyNBAPct","setSpotBreakRightNBAMade","setSpotBreakRightNBAAttempted","setSpotBreakRightNBAPct","setSpotCornerRightNBAMade","setSpotCornerRightNBAAttempted","setSpotCornerRightNBAPct","setOffDrib15BreakLeft","setSpotOffDrib15TopKey","setOffDrib15BreakRight","setOnMove15","setOnMoveCollege","setOffDrib15BreakLeftMade","setOffDrib15BreakLeftAttempted","setOffDrib15BreakLeftPct","setSpotOffDrib15TopKeyMade","setSpotOffDrib15TopKeyAttempted","setSpotOffDrib15TopKeyPct","setOffDrib15BreakRightMade","setOffDrib15BreakRightAttempted","setOffDrib15BreakRightPct","setOnMove15Made","setOnMove15Attempted","setOnMove15Pct","setOnMoveCollegeMade","setOnMoveCollegeAttempted","setOnMoveCollegePct","setOffDribBreakLeftCollege","setOffDribTopKeyCollege","setOffDribBreakRightCollege","setOffDribBreakLeftCollegeMade","setOffDribBreakLeftCollegeAttempted","setOffDribBreakLeftCollegePct","setOffDribTopKeyCollegeMade","setOffDribTopKeyCollegeAttempted","setOffDribTopKeyCollegePct","setOffDribBreakRightCollegeMade","setOffDribBreakRightCollegeAttempted","setOffDribBreakRightCollegePct"
"2001","2072.0","Michael","Redd","Michael Redd","SG-SF","76.75","6' 4.75''","214.0","81.0","6' 9''","102.0","8' 6''","27.0","31.0","12.06","3.34","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12149.0","Damon","Reed","Damon Reed","PF-C","80.5","6' 8.5''","228.0","81.5","6' 9.5''","104.5","8' 8.5''","27.5","31.5","11.21","3.31","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12021.0","Aubrey","Reese","Aubrey Reese","PG","70.75","5' 10.75''","189.0","77.5","6' 5.5''","94.5","7' 10.5''","31.5","37.5","11.13","3.25","14.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","2121.0","Terrance","Roberson","Terrance Roberson","SF","77.5","6' 5.5''","209.0","80.0","6' 8''","103.5","8' 7.5''","29.0","32.5","11.66","","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12022.0","Julius Doc","Robinson","Julius Doc Robinson","PG","72.0","6' 0''","184.0","75.75","6' 3.75''","95.5","7' 11.5''","30.0","37.5","12.54","3.41","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12023.0","Pepe","Sanchez","Pepe Sanchez","PG","75.0","6' 3''","194.0","75.5","6' 3.5''","96.0","8' 0''","26.0","31.0","11.62","3.44","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12024.0","Matt","Santangelo","Matt Santangelo","PG","72.0","6' 0''","177.0","75.0","6' 3''","94.0","7' 10''","33.5","43.0","10.66","3.06","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","2637.0","Alex","Scales","Alex Scales","SG-PG","74.25","6' 2.25''","184.5","81.0","6' 9''","97.5","8' 1.5''","38.5","42.5","10.98","3.21","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12025.0","Karim","Shabazz","Karim Shabazz","C","83.5","6' 11.5''","224.0","87.0","7' 3''","111.5","9' 3.5''","24.5","28.0","12.72","3.36","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12026.0","Nick","Sheppard","Nick Sheppard","PF-C","81.5","6' 9.5''","273.0","83.0","6' 11''","107.5","8' 11.5''","23.5","25.5","12.14","3.52","18.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","2065.0","Mike","Smith","Mike Smith","SF","78.5","6' 6.5''","198.0","80.5","6' 8.5''","103.0","8' 7''","33.0","21.0","11.32","3.22","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","2074.0","Jabari","Smith","Jabari Smith","PF-C","81.75","6' 9.75''","240.5","86.5","7' 2.5''","109.5","9' 1.5''","24.5","30.0","12.45","3.43","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12027.0","Jarrett","Stephens","Jarrett Stephens","PF","77.25","6' 5.25''","258.0","81.25","6' 9.25''","103.0","8' 7''","27.0","29.0","11.98","3.46","13.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12028.0","Bootsy","Thornton","Bootsy Thornton","SG","75.5","6' 3.5''","194.5","78.5","6' 6.5''","101.5","8' 5.5''","26.5","31.0","12.08","3.33","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12029.0","Jaquay","Walls","Jaquay Walls","PG","73.25","6' 1.25''","165.5","74.5","6' 2.5''","96.5","8' 0.5''","28.5","35.5","10.75","3.23","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","12030.0","Jameel","Watkins","Jameel Watkins","PF-C","81.5","6' 9.5''","244.5","90.0","7' 6''","110.0","9' 2''","28.0","30.5","12.38","3.45","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12033.0","Adam","Allenspach","Adam Allenspach","C","83.5","6' 11.5''","259.0","84.5","7' 0.5''","107.0","8' 11''","28.5","31.0","11.9","3.4","16.0","12.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2240.0","Gilbert","Arenas","Gilbert Arenas","SG","74.25","6' 2.25''","199.0","81.5","6' 9.5''","99.5","8' 3.5''","31.5","36.0","","3.25","12.0","5.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2220.0","Brandon","Armstrong","Brandon Armstrong","SG","75.5","6' 3.5''","188.0","81.5","6' 9.5''","99.5","8' 3.5''","30.0","37.0","10.91","3.2","6.0","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2203.0","Shane","Battier","Shane Battier","SF-PF","80.25","6' 8.25''","229.0","82.5","6' 10.5''","105.0","8' 9''","29.5","33.0","10.95","3.3","12.0","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12034.0","Cookie","Belcher","Cookie Belcher","SG-PG","75.0","6' 3''","206.0","80.5","6' 8.5''","99.0","8' 3''","35.0","41.5","11.26","2.91","7.0","5.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2294.0","Charlie","Bell","Charlie Bell","PG","74.5","6' 2.5''","200.0","79.5","6' 7.5''","97.5","8' 1.5''","31.5","38.0","10.59","3.12","15.0","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2257.0","Ruben","Boumtje-Boumtje","Ruben Boumtje-Boumtje","C","83.5","6' 11.5''","245.0","88.0","7' 4''","111.0","9' 3''","26.5","31.0","11.84","3.33","6.0","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12035.0","Calvin","Bowman","Calvin Bowman","PF","80.75","6' 8.75''","214.0","83.5","6' 11.5''","104.0","8' 8''","28.5","34.5","11.96","3.21","7.0","8.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2214.0","Michael","Bradley","Michael Bradley","PF","81.5","6' 9.5''","227.0","85.5","7' 1.5''","107.0","8' 11''","27.0","30.0","11.11","3.35","13.0","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2249.0","Jamison","Brewer","Jamison Brewer","PG","74.5","6' 2.5''","178.0","80.75","6' 8.75''","102.5","8' 6.5''","26.0","32.5","9.65","3.15","12.0","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2198.0","Kwame","Brown","Kwame Brown","PF-C","82.0","6' 10''","243.0","85.0","7' 1''","108.0","9' 0''","30.0","33.0","11.59","3.45","17.0","8.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2245.0","Damone","Brown","Damone Brown","SF","80.25","6' 8.25''","202.0","83.75","6' 11.75''","104.5","8' 8.5''","32.0","37.0","11.81","3.27","6.0","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12031.0","SirValiant","Brown","SirValiant Brown","PG","71.0","5' 11''","176.0","76.0","6' 4''","92.5","7' 8.5''","31.0","39.5","11.23","3.0","10.0","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12032.0","Ryan","Carroll","Ryan Carroll","SF-SG","76.0","6' 4''","202.0","80.25","6' 8.25''","99.0","8' 3''","34.5","39.0","11.0","3.1","14.0","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2199.0","Tyson","Chandler","Tyson Chandler","SF-PF","83.5","6' 11.5''","224.0","87.0","7' 3''","110.0","9' 2''","31.0","33.5","12.13","3.36","2.0","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2251.0","Eric","Chenowith","Eric Chenowith","C","85.0","7' 1''","264.0","88.0","7' 4''","111.0","9' 3''","23.5","27.5","12.5","3.59","6.0","12.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2439.0","Sam","Clancy","Sam Clancy","PF","78.25","6' 6.25''","242.0","86.75","7' 2.75''","107.0","8' 11''","31.0","34.0","11.47","3.13","15.0","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12036.0","Gyasi","Cline-Heard","Gyasi Cline-Heard","PF","78.25","6' 6.25''","231.0","83.5","6' 11.5''","103.0","8' 7''","31.5","34.5","11.4","3.23","11.0","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2260.0","Jarron","Collins","Jarron Collins","C-PF","81.25","6' 9.25''","252.0","87.0","7' 3''","104.0","8' 8''","23.0","29.0","11.65","3.6","10.0","15.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2215.0","Jason","Collins","Jason Collins","PF-C","82.25","6' 10.25''","251.0","88.5","7' 4.5''","110.0","9' 2''","25.5","28.5","12.1","3.54","8.0","12.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2241.0","Omar","Cook","Omar Cook","PG","71.5","5' 11.5''","189.0","77.5","6' 5.5''","92.0","7' 8''","31.0","35.5","10.77","3.2","9.0","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2201.0","Eddy","Curry","Eddy Curry","C","82.5","6' 10.5''","301.0","90.5","7' 6.5''","111.0","9' 3''","28.0","31.0","12.25","3.53","16.0","16.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12037.0","Tate","Decker","Tate Decker","SF","81.25","6' 9.25''","218.0","83.75","6' 11.75''","107.0","8' 11''","25.5","28.5","12.19","3.47","13.0","13.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2205.0","DeSagana","Diop","DeSagana Diop","C","82.0","6' 10''","314.0","90.5","7' 6.5''","113.0","9' 5''","21.5","25.5","12.37","3.56","15.0","21.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12038.0","Robb","Dryden","Robb Dryden","C","85.0","7' 1''","241.0","86.5","7' 2.5''","110.2","9' 2.25''","27.0","30.0","12.47","3.46","8.0","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2230.0","Maurice","Evans","Maurice Evans","SG","76.25","6' 4.25''","221.0","80.0","6' 8''","101.0","8' 5''","34.5","37.5","10.08","3.12","22.0","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12039.0","Anthony","Evans","Anthony Evans","PF","78.0","6' 6''","267.0","83.5","6' 11.5''","101.5","8' 5.5''","31.5","33.0","12.56","3.31","18.0","12.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12150.0","Benjamin","Eze","Benjamin Eze","C-PF","80.75","6' 8.75''","232.0","90.0","7' 6''","109.0","9' 1''","29.0","32.0","13.05","3.36","14.0","3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2386.0","Kimani","Ffriend","Kimani Ffriend","C-PF","81.5","6' 9.5''","228.0","82.75","6' 10.75''","108.5","9' 0.5''","32.0","33.0","11.46","3.09","9.0","11.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2228.0","Alton","Ford","Alton Ford","PF","80.25","6' 8.25''","271.0","82.5","6' 10.5''","102.5","8' 6.5''","34.5","36.5","11.7","3.16","21.0","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2218.0","Joseph","Forte","Joseph Forte","SG","75.5","6' 3.5''","193.0","78.5","6' 6.5''","100.5","8' 4.5''","26.5","33.0","11.51","3.19","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","-1.0","Jason","Gardner","Jason Gardner","PG","69.75","5' 9.75''","188.0","73.25","6' 1.25''","92.5","7' 8.5''","34.5","40.0","10.88","2.92","9.0","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12151.0","Jerry","Green","Jerry Green","PG-SG","73.5","6' 1.5''","179.0","78.25","6' 6.25''","99.0","8' 3''","28.5","35.0","11.7","3.17","13.0","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","12152.0","Kenny","Gregory","Kenny Gregory","SF","75.5","6' 3.5''","200.0","83.25","6' 11.25''","101.0","8' 5''","39.5","45.5","11.33","3.1","10.0","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","2204.0","Eddie","Griffin","Eddie Griffin","PF-SF","81.25","6' 9.25''","222.0","87.0","7' 3''","110.0","9' 2''","26.5","33.0","11.77","3.21","3.0","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
